review,clean_text,rating,date,bank,source
goog,goog,5,2025-08-29,Dashen Bank,Google Play
making transactions has never been easier. the new update is just amazing,making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen Bank,Google Play
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.","smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. the intuitive design makes banking on the go.",5,2025-04-24,Dashen Bank,Google Play
አሪፍ,አሪፍ,5,2025-08-15,Dashen Bank,Google Play
like it,like it,5,2025-07-22,Dashen Bank,Google Play
system failure transfer to others account,system failure transfer to others account,2,2025-11-13,Dashen Bank,Google Play
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.","i am very impressed with the dashen super app. it is user friendly and operates efficiently. the budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen Bank,Google Play
I can't open virtual account.I have been trying it for about 3 days still no resolve.,i can t open virtual account.i have been trying it for about 3 days still no resolve.,2,2025-10-04,Dashen Bank,Google Play
"This is amazing app, as it name ,truly supper.","this is amazing app, as it name ,truly supper.",5,2025-10-28,Dashen Bank,Google Play
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!","the app is incredibly user friendly and brings multiple services into one place. it s fast, intuitive, and makes daily tasks super convenient. a true all in one solution!",5,2025-04-21,Dashen Bank,Google Play
good job my dashen super app,good job my dashen super app,5,2025-08-12,Dashen Bank,Google Play
smooth and easy!!!,smooth and easy!!!,5,2025-11-14,Dashen Bank,Google Play
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!","a solid step forward by dashen bank. the superapp combines essential banking features with lifestyle services, making everything accessible in one place. the interface is smooth, and transactions are quick and reliable. it s clear a lot of thought went into the design and functionality. great job!",5,2025-04-21,Dashen Bank,Google Play
great app,great app,5,2025-04-30,Dashen Bank,Google Play
The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,the app stops working whenever there is an update unless you update the app. but it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen Bank,Google Play
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence","the best of best is now arrived empowering your financial freedom experience seamless banking at your fingertips with dashen bank. empowering your financial freedom, anytime, anywhere! innovation meets convenience dashen bank mobile banking where innovation meets convenience. secure and reliable bank with confidence",5,2025-05-22,Dashen Bank,Google Play
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,i like this mobile banking app very much. overall user interface and navigation is awesome. but it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen Bank,Google Play
nice,nice,5,2025-08-12,Dashen Bank,Google Play
the best Supper App ever,the best supper app ever,5,2025-04-22,Dashen Bank,Google Play
"Best App .. Good job, Dashen Bank","best app .. good job, dashen bank",5,2025-07-16,Dashen Bank,Google Play
its best,its best,5,2025-05-23,Dashen Bank,Google Play
meke,meke,4,2025-09-07,Dashen Bank,Google Play
It keep my time to pay my bills and I generate my satment easily,it keep my time to pay my bills and i generate my satment easily,5,2025-04-21,Dashen Bank,Google Play
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa","i am very disappointed with the dashin bank super app. the app does not allow me to withdraw 50 birr or can t transfer money and even i can t use it to buy airtime. this makes me feel like my 50 birr is no longer my money, but the bank s money, since i cannot access or use it freely. according to the national bank of ethiopia nbe , the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. dashin bank s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen Bank,Google Play
Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,dashen bank super app is the latest version of online banking system that is the gift from dashen bank for us thanks to dashen,5,2025-11-04,Dashen Bank,Google Play
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,it s very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen Bank,Google Play
"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",please try to fix the barrier between other banks specially with commercial bank of ethiopia,3,2025-11-05,Dashen Bank,Google Play
Astonishing interface with ease of access and complete performance,astonishing interface with ease of access and complete performance,5,2025-10-28,Dashen Bank,Google Play
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.","it s an unpredictable app, i can t make transactions, and now i can t even get the otp! so it s going from bad to worse! thank goodness the amole dashen app still exists.",1,2025-06-25,Dashen Bank,Google Play
nice and best,nice and best,5,2025-10-10,Dashen Bank,Google Play
very simple and user friendly app Thank you Dashen Bank,very simple and user friendly app thank you dashen bank,5,2025-06-12,Dashen Bank,Google Play
goood,goood,5,2025-04-02,Dashen Bank,Google Play
It's bad for the connection and too many days are it that not working,it s bad for the connection and too many days are it that not working,1,2025-04-12,Dashen Bank,Google Play
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!","a truly impressive app user friendly and a game changer in ethiopian banking. the dashen super app stands out as one of the most innovative and convenient digital banking solutions in ethiopia s financial history. smooth navigation, seamless features, and a wide range of services all in one place. well done!",5,2025-04-21,Dashen Bank,Google Play
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,this is what we call banking app. as professional i want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen Bank,Google Play
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app","one app for everything! i can shop, manage my bank account , and do so much more . truly a super app",5,2025-04-21,Dashen Bank,Google Play
Superb,superb,5,2025-04-21,Dashen Bank,Google Play
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.","very impressed with the new updates, the e commerce section is smooth and supports ethiopian merchants.",5,2025-04-21,Dashen Bank,Google Play
nice app but limit up to max 600000,nice app but limit up to max 600000,5,2025-06-24,Dashen Bank,Google Play
it's samart,it s samart,5,2025-04-10,Dashen Bank,Google Play
nice,nice,5,2025-09-27,Dashen Bank,Google Play
very interesting,very interesting,5,2025-10-30,Dashen Bank,Google Play
Dashen Bank super app is the best app,dashen bank super app is the best app,5,2025-08-05,Dashen Bank,Google Play
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future","dashen super app isn t just an app it s an experience. effortless, powerful, and built for the future",5,2025-04-21,Dashen Bank,Google Play
wow to it saff and this app,wow to it saff and this app,5,2025-05-30,Dashen Bank,Google Play
nice app ever,nice app ever,5,2025-04-17,Dashen Bank,Google Play
i love this app esp 3 click that make e-commerce easier and convinient.,i love this app esp 3 click that make e commerce easier and convinient.,5,2025-04-22,Dashen Bank,Google Play
easy,easy,5,2025-10-14,Dashen Bank,Google Play
What's the problem with this app's that asking for updates on a daily basis?,what s the problem with this app s that asking for updates on a daily basis?,1,2025-09-25,Dashen Bank,Google Play
ሙነጃት አብድላ ሸረፍ,ሙነጃት አብድላ ሸረፍ,2,2025-09-30,Dashen Bank,Google Play
keep it up!,keep it up!,5,2025-04-21,Dashen Bank,Google Play
Best App!,best app!,5,2025-04-21,Dashen Bank,Google Play
nice app,nice app,4,2025-08-23,Dashen Bank,Google Play
modern perfect app interface with the best banking tools 👏,modern perfect app interface with the best banking tools,5,2025-08-09,Dashen Bank,Google Play
its best,its best,5,2025-05-19,Dashen Bank,Google Play
all in one super app,all in one super app,5,2025-07-21,Dashen Bank,Google Play
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,nothing is changed in the updated version. you have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen Bank,Google Play
ይሄ App ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,ይሄ app ደስ ይላል ሁላችሁም አውርዱት እላለሁ,5,2025-07-19,Dashen Bank,Google Play
it is the most amazing mobile app,it is the most amazing mobile app,5,2025-04-21,Dashen Bank,Google Play
wow,wow,5,2025-07-26,Dashen Bank,Google Play
ok,ok,5,2025-07-22,Dashen Bank,Google Play
Good,good,5,2025-07-28,Dashen Bank,Google Play
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,2025-10-05,Dashen Bank,Google Play
የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,2025-08-14,Dashen Bank,Google Play
the best app from other dashen is unique its fast app ever i had in my life,the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Dashen Bank,Google Play
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,all in one secure reliable convenient. digital banking game changer!!,5,2025-04-23,Dashen Bank,Google Play
Exceptional Product.,exceptional product.,5,2025-11-23,Dashen Bank,Google Play
good,good,3,2025-09-25,Dashen Bank,Google Play
I have had an amazing experience with this app;ot os convenient and easy to use,i have had an amazing experience with this app ot os convenient and easy to use,5,2025-11-14,Dashen Bank,Google Play
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,dashin mobile banking is become worest app like others ethiopian bank apps. amole was the best app ever i used. it was so flexible reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen Bank,Google Play
best mobile banking application,best mobile banking application,5,2025-04-21,Dashen Bank,Google Play
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn t work..i think the problem is it was launched too early.,3,2025-11-04,Dashen Bank,Google Play
its my choice,its my choice,5,2025-05-15,Dashen Bank,Google Play
execellent,execellent,5,2025-04-24,Dashen Bank,Google Play
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",this banking superapp is incredibly well designed. the design and appearance of the app and the overall experience i have when using the app is fantastic. the app is packed with features from banking to e commerce all in one place.it even has a budget setting option which is super useful for managing my money. everything runs smoothly and i love how convenient it has made my daily life. huge kudos to dashen bank. you are truly living up to the motto always one step ahead. keep it up!,5,2025-04-21,Dashen Bank,Google Play
It is very fast and secured mobile banking app! I like this app!,it is very fast and secured mobile banking app! i like this app!,5,2025-04-29,Dashen Bank,Google Play
Amazing app super easy to use and best design. loved it.,amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen Bank,Google Play
wonderful app,wonderful app,5,2025-11-05,Dashen Bank,Google Play
It is the best application!!!,it is the best application!!!,5,2025-04-22,Dashen Bank,Google Play
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.","excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen Bank,Google Play
Dashen supper App is the most useful app for our customers,dashen supper app is the most useful app for our customers,5,2025-04-21,Dashen Bank,Google Play
well done keep it up,well done keep it up,5,2025-08-12,Dashen Bank,Google Play
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.","i had a disappointing experience with dashen bank s super up service. the app is very slow and takes forever to load during transactions, which is incredibly frustrating. additionally, it doesn t generate receipts for any transactions, making it difficult to keep track of my expenses. i also reached out to customer support, but the response time was longer than expected. overall, i was hoping for a better experience, but i find the service lacking and in need of improvement.",2,2025-04-09,Dashen Bank,Google Play
Good,good,3,2025-08-12,Dashen Bank,Google Play
betam kerfafa naw,betam kerfafa naw,1,2025-11-05,Dashen Bank,Google Play
very easy and flexible app.,very easy and flexible app.,5,2025-04-21,Dashen Bank,Google Play
alway slow loading,alway slow loading,1,2025-06-30,Dashen Bank,Google Play
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,dashen bank super app is the crucial and convenient app in ethiopia. there is no other app to compare with dashen bank super app,5,2025-04-21,Dashen Bank,Google Play
this app better than Amole . but the biometric on new update doesn't work,this app better than amole . but the biometric on new update doesn t work,4,2025-05-31,Dashen Bank,Google Play
Wow,wow,5,2025-05-30,Dashen Bank,Google Play
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,one of the best digital platforms i ve used! from smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen Bank,Google Play
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!","a game changer in ethiopian digital banking fast, secure, and packed with services. everything you need, all in one powerful app. a true leap toward financial convenience and innovation!",4,2025-04-21,Dashen Bank,Google Play
it is good but some times says duplicate transaction why? and text,it is good but some times says duplicate transaction why? and text,5,2025-09-23,Dashen Bank,Google Play
"Good improvements after the Sep 25, 2025 update.","good improvements after the sep 25, 2025 update.",4,2025-09-29,Dashen Bank,Google Play
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""","a must have, seamless, all in one digital platform db superapp ! keep living your motto always one step ahead",5,2025-05-12,Dashen Bank,Google Play
ok,ok,5,2025-09-26,Dashen Bank,Google Play
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer","dear users of the dashen bank super app,i have been using the dashen bank super app for a while now, and i must say it s truly a game changer! the app is incredibly fast and reliable i ve never encountered any delays with my transactions. one feature i absolutely love is chat banking. it makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen Bank,Google Play
"very slow and failed transaction multiple times, previous app was much better!!","very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen Bank,Google Play
it's good but is not fast,it s good but is not fast,5,2025-11-09,Dashen Bank,Google Play
perfect,perfect,5,2025-10-06,Dashen Bank,Google Play
thank you,thank you,1,2025-11-13,Dashen Bank,Google Play
"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.","the app has potential, but the qr payment feature is disappointing. the scanner doesn t work, and even though there s an option to select a qr code from the gallery, it doesn t function either. this makes paying with qr codes almost impossible. fixing this would really improve the app.",3,2025-09-04,Dashen Bank,Google Play
good,good,5,2025-06-27,Dashen Bank,Google Play
app is too slow not opening fast,app is too slow not opening fast,1,2025-10-31,Dashen Bank,Google Play
Amazing,amazing,5,2025-11-03,Dashen Bank,Google Play
dashen super app is secure band very easy,dashen super app is secure band very easy,5,2025-04-29,Dashen Bank,Google Play
"It's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.","it s very good, but there are some things that need to be improved by speed receipt view to be competitive with the companies in the country, i.e.cbe telebirr.",4,2025-08-12,Dashen Bank,Google Play
clear and presize,clear and presize,5,2025-11-15,Dashen Bank,Google Play
Fantastic,fantastic,5,2025-05-16,Dashen Bank,Google Play
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!","while it s very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,Dashen Bank,Google Play
Game changer,game changer,5,2025-05-13,Dashen Bank,Google Play
good,good,5,2025-05-27,Dashen Bank,Google Play
what a bank it is,what a bank it is,5,2025-08-22,Dashen Bank,Google Play
"Best UI mobile banking app, props to design team","best ui mobile banking app, props to design team",5,2025-04-30,Dashen Bank,Google Play
good,good,5,2025-09-10,Dashen Bank,Google Play
Dashen Bank My Choice🇪🇹✌️💫,dashen bank my choice,4,2025-06-13,Dashen Bank,Google Play
"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience","i rarely leave reviews, but this app truly deserves one. it s efficient, secure, and makes financial tasks effortless. definitely a 5 star experience",5,2025-10-28,Dashen Bank,Google Play
excellent,excellent,5,2025-08-26,Dashen Bank,Google Play
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.","it is very slow and it lacks many features to be a super app. high rating is given by their employees, not by the customers.",1,2025-04-25,Dashen Bank,Google Play
wow appl,wow appl,5,2025-04-28,Dashen Bank,Google Play
its the best ever,its the best ever,5,2025-05-09,Dashen Bank,Google Play
"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.","its fast and easy to communicate to the app and its available all area keep it up.i will make happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen Bank,Google Play
"Dashen, always two step ahead.","dashen, always two step ahead.",5,2025-11-05,Dashen Bank,Google Play
Better and inclusive app!,better and inclusive app!,5,2025-04-21,Dashen Bank,Google Play
wow,wow,5,2025-05-20,Dashen Bank,Google Play
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is samsung a51,1,2025-04-21,Dashen Bank,Google Play
eyita tips,eyita tips,1,2025-11-15,Dashen Bank,Google Play
It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,it is a wonderful app developed by a local talent. it deserves an appreciation. it will continue to evolve with new exciting features.,5,2025-11-05,Dashen Bank,Google Play
wow,wow,5,2025-05-14,Dashen Bank,Google Play
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l","this is the worst mobile banking experience i ve ever had. it doesn t work when you need it, and it randomly updates itself without warning. you can t make transactions whenever you want. it s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. i m lucky i m not one of them, but still, it s infuriating not being able to access your money when you need it. l",1,2025-04-07,Dashen Bank,Google Play
Very exemplery App to other Bank Aps !,very exemplery app to other bank aps !,5,2025-11-29,Dashen Bank,Google Play
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,it s slow to send otp. it s not reliable. it crushed many times. it needs improvement in many ways,1,2025-04-07,Dashen Bank,Google Play
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!","the dashen bank super app has truly elevated my mobile banking experience. it s fast, user friendly, and packed with all the essential features. the interface is clean and intuitive, making navigation easy even for first time users. i also appreciate the added security features that give me peace of mind while banking on the go. dashen bank has done an amazing job with this app it s reliable, efficient, and always improving. highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen Bank,Google Play
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.","a powerful, local solution that rivals any global app. i love how easy it is to explore services and products.",5,2025-04-22,Dashen Bank,Google Play
easiness to use with fast response time,easiness to use with fast response time,5,2025-04-21,Dashen Bank,Google Play
wow apo,wow apo,5,2025-05-15,Dashen Bank,Google Play
"This is boring Mobile banking app, it is not work properly .so slow!","this is boring mobile banking app, it is not work properly .so slow!",1,2025-08-11,Dashen Bank,Google Play
wow dashen bank super app,wow dashen bank super app,5,2025-11-12,Dashen Bank,Google Play
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.","it is a very user friendly, attractive user interface, full of useful features. i really encourage everyone to give it a try.",5,2025-04-21,Dashen Bank,Google Play
Ethiopian amazing`s Dashen Bank🤝👌,ethiopian amazing s dashen bank,3,2025-06-25,Dashen Bank,Google Play
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it","i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great i like it",5,2025-11-05,Dashen Bank,Google Play
"poor, glitch stack","poor, glitch stack",1,2025-08-07,Dashen Bank,Google Play
"easy to use, friendly","easy to use, friendly",5,2025-11-06,Dashen Bank,Google Play
በጣም ምቹ ነው,በጣም ምቹ ነው,4,2025-09-15,Dashen Bank,Google Play
100 good,100 good,5,2025-07-29,Dashen Bank,Google Play
wow,wow,5,2025-05-27,Dashen Bank,Google Play
"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",super idiot app 1.it forced me to off many of my phone settings like developers option. 2.never works fastly. 3.it needs multiple click. 4. doesn t notify if received money many many more the worst mobile app ever expanded,1,2025-09-01,Dashen Bank,Google Play
Best,best,5,2025-09-28,Dashen Bank,Google Play
Convenient!,convenient!,5,2025-04-22,Dashen Bank,Google Play
it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,it is totally work of failure. i personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen Bank,Google Play
ok,ok,5,2025-11-07,Dashen Bank,Google Play
good,good,5,2025-05-16,Dashen Bank,Google Play
good,good,5,2025-10-10,Dashen Bank,Google Play
"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.","it s seems to have some improvements, i don t know what s going on with this app sometimes get collapseed. this is not expected from dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen Bank,Google Play
thank you,thank you,4,2025-04-30,Dashen Bank,Google Play
It is good apps but it needs strong network,it is good apps but it needs strong network,5,2025-09-06,Dashen Bank,Google Play
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,it so fanrastic and user friendly app. bravo dashen bank thanks.,5,2025-04-21,Dashen Bank,Google Play
not werke,not werke,2,2025-09-08,Dashen Bank,Google Play
easy to use and the best one,easy to use and the best one,5,2025-08-17,Dashen Bank,Google Play
one of the best app in Ethiopia .,one of the best app in ethiopia .,5,2025-09-24,Dashen Bank,Google Play
ok,ok,5,2025-11-08,Dashen Bank,Google Play
its features are so dynamic,its features are so dynamic,5,2025-04-22,Dashen Bank,Google Play
Is really 💀,is really,2,2025-04-08,Dashen Bank,Google Play
Very easy and Fast.,very easy and fast.,5,2025-04-24,Dashen Bank,Google Play
Best application,best application,5,2025-10-14,Dashen Bank,Google Play
The new e-commerce feature is incredibly amazing and user friendly.,the new e commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen Bank,Google Play
it is the worst app ever istg 🤮🤮🤮,it is the worst app ever istg,1,2025-10-29,Dashen Bank,Google Play
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.","after i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Dashen Bank,Google Play
good,good,5,2025-05-20,Dashen Bank,Google Play
It takes gazillion years to open 😶,it takes gazillion years to open,3,2025-10-02,Dashen Bank,Google Play
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.","db sup app is a platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use qr code scan, pay, go chat with staff, acc to acc other bank ft, merchant payment, and easly. i addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen Bank,Google Play
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop","all in one finance e commerce super app! pay, save, shop seamlessly. fast, secure. bankandshop",5,2025-04-21,Dashen Bank,Google Play
"The app is not working properly, I have been using it.","the app is not working properly, i have been using it.",1,2025-04-10,Dashen Bank,Google Play
very poor and time taking to use,very poor and time taking to use,1,2025-08-13,Dashen Bank,Google Play
Incomparably user-friendly and fast app for mobile banking.,incomparably user friendly and fast app for mobile banking.,5,2025-04-24,Dashen Bank,Google Play
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።","dashen super app is impressive with its focus on simplicity, speed, and quality. the user interface is clean and easy to understand. transactions process quickly, and the overall quality of the app is top notch. a must have for dashen bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ",5,2025-04-22,Dashen Bank,Google Play
best app,best app,5,2025-04-23,Dashen Bank,Google Play
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.","this is an amazing app with uniqe quality,easy and fast mobile banking app.",5,2025-04-21,Dashen Bank,Google Play
very easy app,very easy app,3,2025-11-23,Dashen Bank,Google Play
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!","dashen superapp the ultimate all in one solution! from banking and shopping to bill payments, everything you need is right at your fingertips. life just got a whole lot easier!",5,2025-04-21,Dashen Bank,Google Play
Nice app,nice app,5,2025-11-07,Dashen Bank,Google Play
"its amazing app, visually stunning","its amazing app, visually stunning",5,2025-09-26,Dashen Bank,Google Play
the worst app I have ever seen,the worst app i have ever seen,1,2025-07-14,Dashen Bank,Google Play
awesome app keep going,awesome app keep going,5,2025-05-14,Dashen Bank,Google Play
good,good,5,2025-08-12,Dashen Bank,Google Play
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Dashen Bank,Google Play
👎👎👎👎👎👎👎👎 connection not fast,connection not fast,5,2025-10-07,Dashen Bank,Google Play
Dashen bank is my number one choice,dashen bank is my number one choice,5,2025-04-22,Dashen Bank,Google Play
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.","the app has various usefull functions, which make easy the payment system. also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen Bank,Google Play
"worst app ever and by any chance your account is deactivated, you are doomed","worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Dashen Bank,Google Play
ዳሺባክ,ዳሺባክ,5,2025-09-11,Dashen Bank,Google Play
always lagging,always lagging,1,2025-05-16,Dashen Bank,Google Play
"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.","wow, i really loved the new ui ux! great job, dashen bank! you guys are the best mobile banking in ethiopia.",5,2025-09-25,Dashen Bank,Google Play
